"PROGRAM, YEAR, AND SECTION",COURSE,STUDENTS ENROLLED IN CLASS,UNNAMED: 3,UNNAMED: 4,COMPUTER-STUDENT RATIO (FOR SUBJECTS WITH LABORATORY ONLY),PASSED STUDENTS,UNNAMED: 7,UNNAMED: 8,FAILED STUDENTS,UNNAMED: 10,UNNAMED: 11,INCOMPLETE STUDENTS,UNNAMED: 13,UNNAMED: 14,CONDITIONAL FAILURE STUDENTS,UNNAMED: 16,UNNAMED: 17,PROGRAM,ENROLLED,PASSED,PASS_RATE,FAILED,NUM_DEF,RECOMMENDATION,FACULTY,ANALYSIS_DATE,"PROGRAM, YEAR & SECTION",Unnamed: 28,__1,__2,__3,__4,__5,__6,__7,DROP STUDENTS,__8,__9,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,STUDENTS ENROLLED IN CLASS MA LE,FEM ALE,TOT AL,PASSED STUDENTS MALE,FEM ALE__1,TOT AL__1,FAILED STUDENTS MALE,FEM ALE__2,TOT AL__2,INCOMPLETE STUDENTS MALE,FEM ALE__3,TOT AL__3,DROP STUDENTS MALE,FEM ALE__4,TOT AL__4,INCOMPLETE,DROP,COND_FAIL,ACADEMIC_YEAR
,ITEL 203,,,,,,,,,,,,,,,,,BSIT IIB,38,37,97.37,1,5.0,"🎉 Excellent performance with 97.37% pass rate. Continue current teaching approach. | 📋 Address 5 academic deficiency(ies) from previous semester. | 👥 Form study groups for students with similar deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🔍 Internal Review Weakness: Poor understanding to the unfamiliar command scripts, symbols and syntax. Not enough knowledge and understanding about the topic. Needs more examples to further express what the syntax actually means. Not enough resources to try the programs on their own | ✅ Internal Review Action: Providing handout/ copy of ppt presentation that will give them additional knowledge and guide them to test their curiosity about the subject. Discuss each lesson and each topic clearly and carefully. Providing enough examples to serve as basis | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs. The students can do research on their own and take an advance lesson through the use of internet | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs
The students can do research on their own and take an advance lesson through the use of internet",Harlene Origines,2025-12-03 21:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITEL 203,,,,,,,,,,,,,,,,,BSIT IIC,35,34,97.14,1,5.0,"🎉 Excellent performance with 97.14% pass rate. Continue current teaching approach. | 📋 Address 5 academic deficiency(ies) from previous semester. | 👥 Form study groups for students with similar deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🔍 Internal Review Weakness: Poor understanding to the unfamiliar command scripts, symbols and syntax. Not enough knowledge and understanding about the topic. Needs more examples to further express what the syntax actually means. Not enough resources to try the programs on their own | ✅ Internal Review Action: Providing handout/ copy of ppt presentation that will give them additional knowledge and guide them to test their curiosity about the subject. Discuss each lesson and each topic clearly and carefully. Providing enough examples to serve as basis | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs. The students can do research on their own and take an advance lesson through the use of internet | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs
The students can do research on their own and take an advance lesson through the use of internet",Harlene Origines,2025-12-03 21:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITEL 203,,,,,,,,,,,,,,,,,BSIT IID,33,33,100.0,0,5.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 5 academic deficiency(ies) from previous semester. | 👥 Form study groups for students with similar deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🔍 Internal Review Weakness: Poor understanding to the unfamiliar command scripts, symbols and syntax.

Not enough knowledge and understanding about the topic.

Needs more examples to further express what the syntax actually mean

Not enough resources to try the programs on their own | ✅ Internal Review Action: Providing handout/ copy of ppt presentation that will give them additional knowledge and guide them to test their curiosity about the subject. Discuss each lesson and each topic clearly and carefully. Providing enough examples to serve as basis | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs. The students can do research on their own and take an advance lesson through the use of internet | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs. The students can do research on their own and take an advance lesson through the use of internet",Harlene Origines,2025-12-03 21:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,
,ITEL 203,,,,,,,,,,,,,,,,,BSIT IIE,38,38,100.0,0,5.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 5 academic deficiency(ies) from previous semester. | 👥 Form study groups for students with similar deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🔍 Internal Review Weakness: Poor understanding to the unfamiliar command scripts, symbols and syntax.

Not enough knowledge and understanding about the topic.

Needs more examples to further express what the syntax actually mean

Not enough resources to try the programs on their own | ✅ Internal Review Action: Providing handout/ copy of ppt presentation that will give them additional knowledge and guide them to test their curiosity about the subject. Discuss each lesson and each topic clearly and carefully. Providing enough examples to serve as basis | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs
The students can do research on their own and take an advance lesson through the use of internet | 📋 Internal Review Recommendation: The students must read and understand the given Handouts/PPTs. The students can do research on their own and take an advance lesson through the use of internet",Harlene Origines,2025-12-03 21:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,
,ITEL 305,,,,,,,,,,,,,,,,,BSIT IIID,32,32,100.0,0,13.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 13 academic deficiency(ies) from previous semester. | 🎯 Implement comprehensive academic support program. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Give additional materials. | 🎓 Student Suggestion: Male the course adapt to the current trend | 🔍 Internal Review Weakness: Poor understanding to the unfamiliar command scripts, symbols and syntax. Not enough knowledge and understanding about the topic. Needs more examples to further express what the syntax actually means. Not enough resources to try the programs on their own | ✅ Internal Review Action: Providing handout/ copy of ppt presentation that will give them additional knowledge and guide them to test their curiosity about the subject. Discuss each lesson and each topic clearly and carefully. Providing enough examples to serve as basis | 📋 Internal Review Recommendation: The students must read and understand the given Handouts
The students can optionally do some research and take an advance lesson through the use of internet | 📋 Internal Review Recommendation: The students must read and understand the given Handouts
The students can optionally do some research and take an advance lesson through the use of internet",Harlene Origines,2025-12-03 21:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,
,ITEL 305,,,,,,,,,,,,,,,,,BSIT IIIE,26,26,100.0,0,13.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 13 academic deficiency(ies) from previous semester. | 🎯 Implement comprehensive academic support program. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Male the course adapt to the current trend | 🎓 Student Suggestion: Give additional materials. | 🔍 Internal Review Weakness: Poor understanding to the unfamiliar command scripts, symbols and syntax. Not enough knowledge and understanding about the topic. Needs more examples to further express what the syntax actually means. Not enough resources to try the programs on their own | ✅ Internal Review Action: Providing handout/ copy of ppt presentation that will give them additional knowledge and guide them to test their curiosity about the subject. Discuss each lesson and each topic clearly and carefully. Providing enough examples to serve as basis | 📋 Internal Review Recommendation: The students must read and understand the given Handouts
The students can optionally do some research and take an advance lesson through the use of internet | 📋 Internal Review Recommendation: The students must read and understand the given Handouts
The students can optionally do some research and take an advance lesson through the use of internet",Harlene Origines,2025-12-03 21:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,
,ITST 303,,,,,,,,,,,,,,,,,BSIT IIIE,26,26,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Add more hands-on activities. | 🔍 Internal Review Weakness: Poor understanding to the unfamiliar command scripts, symbols and syntax. Not enough knowledge and understanding about the topic. Needs more examples to further express what the syntax actually means. Not enough resources to try the programs on their own | ✅ Internal Review Action: Providing handout/ copy of ppt presentation that will give them additional knowledge and guide them to test their curiosity about the subject. Discuss each lesson and each topic clearly and carefully. Providing enough examples to serve as basis | 📋 Internal Review Recommendation: The students must read and understand the given Handouts
The students can optionally do some research and take an advance lesson through the use of internet | 📋 Internal Review Recommendation: The students must read and understand the given Handouts
The students can optionally do some research and take an advance lesson through the use of internet",Harlene Origines,2025-12-03 21:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CMSC 311,,,,,,,,,,,,,,,,,BSCS 3A,31,29,93.55,1,0.0,"👍 Good performance with 93.55% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: To have more curriculum | 🎓 Student Suggestion: Lessen the workload. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students | 📋 Internal Review Recommendation: Continue to improve on 'Suspended classes cause the late discussion for other sections' by consistently applying the action 'Proper communication with the students' and monitoring progress. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,
,CMSC 311,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Add more real-world applications. | 🎓 Student Suggestion: Lessen the workload. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CSEL 302,,,,,,,,,,,,,,,,,BSCS 2A,27,27,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Update software tools | 🎓 Student Suggestion: More examples could help.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CSEL 302,,,,,,,,,,,,,,,,,BSCS 2B,26,26,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Update software tools | 🎓 Student Suggestion: Lessen the workload.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CSST 104,,,,,,,,,,,,,,,,,BSCS 3A,31,30,96.77,1,0.0,"🎉 Excellent performance with 96.77% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More tutorials",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CSST 104,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More tutorials",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITEC 106,,,,,,,,,,,,,,,,,BSCS 2A,29,28,96.55,1,0.0,"🎉 Excellent performance with 96.55% pass rate. Continue current teaching approach. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: The lessons should be paced better. | 🎓 Student Suggestion: Extended time for the subject, although there are other subjects to emphasize, applications development may also be given time to explore other possibilites. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: The students utilize their mobile data to set-up the IDE | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITEC 106,,,,,,,,,,,,,,,,,BSCS 2B,27,26,96.3,1,0.0,"🎉 Excellent performance with 96.3% pass rate. Continue current teaching approach. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: The lessons should be paced better. | 🎓 Student Suggestion: Extended time for the subject, although there are other subjects to emphasize, applications development may also be given time to explore other possibilites. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: The students utilize their mobile data to set-up the IDE | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITST 304,,,,,,,,,,,,,,,,,BSIT 3A - WAM,34,34,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Provide more examples. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITST 304,,,,,,,,,,,,,,,,,BSIT 3B - WAM,32,32,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Provide more examples. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Troubleshoot the computers in the computer laboratory.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITST 304,,,,,,,,,,,,,,,,,BSIT 3C - WAM,34,33,97.06,1,0.0,"🎉 Excellent performance with 97.06% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Provide more examples. | 🔍 Internal Review Weakness: One of the computer laboratories has a virus which causes delays to the creation of laboratory of the other students. | ✅ Internal Review Action: Proper communication with the students. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Continue to improve on 'Suspended classes cause the late discussion for other sections' by consistently applying the action 'Proper communication with the students.' and monitoring progress.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITST 304,,,,,,,,,,,,,,,,,BSIT 3D - WAM,31,31,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Provide more examples. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Continue to improve on 'Suspended classes cause the late discussion for other sections' by consistently applying the action 'Proper communication with the students.' and monitoring progress.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,ITST 304,,,,,,,,,,,,,,,,,BSIT 3E - WAM,26,26,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Provide more examples. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2025-12-03 21:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CMSC 204,,,,,,,,,,,,,,,,,BSCS 2A,27,26,96.3,1,1.0,"🎉 Excellent performance with 96.3% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More coding exercises | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because some of the application sometimes crashes.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their program.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.





Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and conducted a Face to Face presentation and consultation. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2025-12-03 21:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CMSC 204,,,,,,,,,,,,,,,,,BSCS 2B,25,25,100.0,0,1.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More coding exercises | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because some of the application sometimes crashes.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their program.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and conducted a Face to Face presentation and consultation. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2025-12-03 21:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CMSC 311,,,,,,,,,,,,,,,,,BSCS 3A,32,30,93.75,1,2.0,"👍 Good performance with 93.75% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Add more real-world applications. | 🎓 Student Suggestion: To have more curriculum | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2025-12-03 21:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,
,CMSC 313,,,,,,,,,,,,,,,,,BSCS 3A,32,30,93.75,2,2.0,"👍 Good performance with 93.75% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More hands on activity | 🎓 Student Suggestion: I guess, nothing.",Roxanne Garbo,2025-12-03 21:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CMSC 313,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,2.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: I guess, nothing. | 🎓 Student Suggestion: Lessen the workload.",Roxanne Garbo,2025-12-03 21:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CSEL 301,,,,,,,,,,,,,,,,,BSCS 2A,28,27,96.43,1,1.0,"🎉 Excellent performance with 96.43% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Provide more case studies | 🎓 Student Suggestion: The lessons should be paced better. | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because of the unstable internet connection in their place.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their research.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and advice to the student through Face to Face and group chat. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2025-12-03 21:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,CSEL 301,,,,,,,,,,,,,,,,,BSCS 2B,26,26,100.0,0,1.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Upgrading the PCs in the laboratory would be ideal. The specs limited what we could do on Blender. | 🎓 Student Suggestion: Provide more updated materials. | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because of the unstable internet connection in their place.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their research.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and advice to the student through Face to Face and group chat. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2025-12-03 21:44:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
